11,李金友：东盟-中国合作还需关注中小企业,"2017年7月11日，博鳌亚洲论坛在泰国曼谷香格里拉酒店召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“‘10+1’：贸易、投资与金融合作”分论坛上，马来西亚绿野集团创办人兼主席李金友（LEE Kim Yew）指出，中国和东盟双方除充分关注大型企业外，还需关注中小企业和初创企业，它们对于业务成长有很多想法。如果有一些程序软件或者流程计划能够帮助促进中小企业发展的话，将对东盟国家的成长以及促进东盟-中国之间贸易成长有很大提升作用。例如，建立一个股票市场，让中小企业也能进行集资，并使用人民币作为贸易的主要币种，这将解决很多中小企业所面临的资金融通问题。

"
12,李金友：电子商务应是东盟-中国双边贸易的一个重要议题,"2017年7月11日，博鳌亚洲论坛在泰国曼谷香格里拉酒店召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“‘10+1’：贸易、投资与金融合作”分论坛上，马来西亚绿野集团创办人兼主席李金友（LEE Kim Yew）指出，东盟各国农产品丰富且生产良好，而中国对农产品的需求非常高。新一代东盟年轻人可以通过电子商务与中国联系，互联互通。在东盟和中国的双边贸易发展中，电子商务应该是一个重要议题。
"
13,王英杰：丝路基金重点聚焦四个领域,"2017年7月11日，博鳌亚洲论坛在泰国曼谷召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“基础设施和产能合作”分论坛上，丝路基金有限责任公司副总经理王英杰介绍了丝路基金的相关情况。
王英杰表示，丝路基金在成立两年半左右的时间里，重点关注基础设施、能源资源、产能合作以及金融合作这四个领域。
王英杰表示，两年半以来，我们已经投资了16个项目，承诺的出资额70亿美元，实际出资可能接近50亿美元左右，覆盖的领域主要在“一带一路”沿线国家。需要强调的是，我们是一个主要以股权投资为主的、中长期的投资基金。”
王英杰表示，希望借此次博鳌亚洲论坛曼谷会议的机会，与泰方充分交流，寻找合作机会。
"
14,卡尼·升素潘：亚洲在科技创新领域合作潜力巨大,"2017年7月11日，博鳌亚洲论坛在泰国曼谷召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“基础设施和产能合作”分论坛上，泰国东部经济走廊开发政策委员会秘书长卡尼·升素潘（Kanit SANGSUBHAN）表示，相对于世界其他区域，亚洲的科技创新发展很快，未来还有很大的发展空间。这是一个重要的机遇，我们要为此做好准备。
卡尼指出，东南亚地区数字经济比重较小，大约占25%左右。东盟国家可向中国互联网及金融科技公司、日本和德国的高新技术企业学习。
"
15,李沃文：企业界投资风险是下一步重要议题,"2017年7月11日，博鳌亚洲论坛在泰国曼谷召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“基础设施和产能合作”分论坛上，新加坡国际企业发展局局长李沃文（LEE Ark Boon）指出，在投资领域，下一步应重点关注企业投资的风险问题。
李沃文表示，基础设施初期阶段资金需求大，但获得收益的时间却可能需要10年、20年。基建资金不仅来自开发性金融机构和政策银行，还来自民间基金和企业。企业如何评估投资风险？我认为，这是下一步应该重点关注的问题。
"
16,林铮：“一带一路”是一种“走出去”的发展模式,"2017年7月11日，博鳌亚洲论坛在泰国曼谷召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“基础设施和产能合作”分论坛上，泰国工业联合会主席林铮（Chen NAMCHAISIRI）指出，“一带一路”不仅是道路、桥梁、铁路的互联互通，更是一种“走出去”的发展模式，是企业、国家和地区打开通往往外界的出口。
"
17,林铮：数字互联互通十分重要,"2017年7月11日，博鳌亚洲论坛在泰国曼谷召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“基础设施和产能合作”分论坛上，泰国工业联合会主席林铮（Chen NAMCHAISIRI）指出，在数字化时代，不仅道路联通非常重要，虚拟基础设施的互联互通也非常重要。通讯交流可以把每个国家互联互通起来。
林铮指出，我们要考虑共同标准问题。例如，东盟地区物理范围非常广阔，必须考虑数字连接的共同标准。
"
18,林铮：企业投资要有远见,"2017年7月11日，博鳌亚洲论坛在泰国曼谷召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“基础设施和产能合作”分论坛上，泰国工业联合会主席林铮（Chen NAMCHAISIRI）指出，企业投资要有远见，必须面向未来。
林铮表示，很多企业在投资基建时心存风险顾虑。例如，日本早期建设铁道时，很多企业认为不能收回成本而不予投资。如今，日本已是城铁捷运系统最发达的国家。

"
19,金立群：“亚投行”不是中国的银行,"2017年7月11日上午，以“亚洲区域合作：新挑战、新思路”为主题的博鳌亚洲论坛曼谷会议正式开幕。亚洲基础设施银行行长金立群出席“基础设施与产能合作”分论坛。
金立群在回答观众提问时表示，“亚投行”不是中国的银行，而是一个国际多边机构。“亚投行”的成员国目前已经达到80个，我们服务于所有成员国的利益，我们的工作人员来自全球各国，按照国际最高标准进行管理。
金立群指出，“亚投行”要成功，必须去政治化，包括各个国家银行的干预以及中国政府的干预。中国有很多银行，中国政府可以利用其他金融机构做事，而并不一定需要“亚投行”，这一点非常明确。
"
20,金立群：一个廉洁、强有力的政府对外国投资更有吸引力,"2017年7月11日，博鳌亚洲论坛在泰国曼谷召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“基础设施和产能合作”分论坛上，金立群指出，一个廉洁、强有力的政府对投资更有吸引力。
金立群表示，强有力的标准包括保持政策落实和连续性，为外国投资者提供信心，在国际政治舞台值得可信赖等。
"
21,金立群：基础设施产品具有特殊性,"2017年7月11日上午，以“亚洲区域合作：新挑战、新思路”为主题的博鳌亚洲论坛曼谷会议正式开幕。亚洲基础设施银行行长金立群出席“基础设施与产能合作”分论坛。
金立群指出，基础设施是一种社会产品。这种产品的特殊性在于需要长期的、维护的资金投入。按照国际原则，必须向使用这些基础设施的人收税。例如，你带孩子去公园，可以花钱去买一瓶饮用水，也可以用市政建设的直饮水，但政府要花钱去做净水设施。
所以，我们需要向民众做好宣传，为了良好的经济环境，必须要有基础设施方面的税收支出。
"
22,金立群：全球化不可逆转，所有人必须通过全球化考验,"2017年7月11日上午，以“亚洲区域合作：新挑战、新思路”为主题的博鳌亚洲论坛曼谷会议正式开幕。亚洲基础设施银行行长金立群出席“基础设施与产能合作”分论坛。
金立群指出，现在很多人不喜欢全球化。我说，如果你不喜欢或恨这个词，你可以换一个词称呼它，但你将只能原地停留。世界经济离不开中国，同样也离不开美国。各国经济是相互联系的，不能闭关自守。
金立群强调，从多边开发银行到各国政府，必须参照全球经济一体化模式进行管理，要帮助民众适应全球化带来的新挑战。如果做不到，可能说明你无法通过全球化的考验。
"
23,金立群：基础设施建设拉动全球经济,"2017年7月11日上午，以“亚洲区域合作：新挑战、新思路”为主题的博鳌亚洲论坛曼谷会议正式开幕。亚洲基础设施银行行长金立群出席“基础设施与产能合作”分论坛。
金立群指出，基础设施建设将拉动全球经济增长。欧洲为什么能够发展好？基础设施就是答案。中国的发展经验也是以基础设施作为核心。美国总统特朗普也提出基础设施建设的计划。
金立群指出，“亚投行”从2016年启动后，很多发达国家都希望加入，就是因为它们明白这一思路的重要性。
"
24,金立群：世界为什么需要亚投行？,"2017年7月11日上午，以“亚洲区域合作：新挑战、新思路”为主题的博鳌亚洲论坛曼谷会议正式开幕。亚洲基础设施银行行长金立群出席“基础设施与产能合作”分论坛。
金立群表示，在“亚投行”成立之前很多人问，世界已经有很多开发行性银行，为什么还需要亚投行？首先，亚洲在基础设施建设方面资金不足，而基础设施是区域发展的动力。其次，加强存款的流动性。各国对内要利用银行储备资金，对外要寻求其他区域的金融资源。
"
25,中泰企业家举行闭门对话会,"2017年7月11日，博鳌亚洲论坛在泰国曼谷举办主题为“亚洲区域合作：新挑战、新思路”的主题会议。其间，举办中泰企业家闭门对话会。
对话会由中国东盟商务理事会理事长许宁宁主持，中方主席为中国进出口银行前董事长、行长李若谷，泰方主席为正大汽车工业集团副董事长谢杰人（Nopadol Chiaravanont）。
对话嘉宾来自中国和泰国共18位企业家。
中方对话嘉宾包括中策橡胶（泰国）有限公司总经理陈华、中国大唐集团公司总经理助理戴波、远大科技集团副总裁、一带一路办公室主任丁元刚、中国华信能源有限公司副总裁姜明生、北京嘀嘀无限科技发展有限公司发展官李建华、海航集团董事局执行董事长李先华、中国港湾（泰国）有限公司总经理帅立华、丝路基金有限责任公副总经理王英杰、中泰罗勇工业园开发有限公司总经理徐根罗、中国银行（泰国）股份有限公司总经理、泰国中国企业总商会会长张雷等10位。
泰方对话嘉宾包括泰国有限电视和卫星电视运营商True Visions集团总裁Sompan Charumilinda、泰国安美德集团董事总经理Aukkares Choochouy、CT基础设施发展有限公司资深副总裁Danai Galassi、泰国汇商银行大众有限公司国际银行业务资深副总裁Manop Sangiambut、泰国盘古银行资深副总裁Kanit Si、泰华农民银行资深副总裁Suwat Techawatanawana、Nation International Edutainment PCL主席Thepchai Yong以及MG(泰国)副总裁Zhang Haibo等8位。
中泰双方企业家围绕工厂化建房、能源互联互通、中国对泰投资、共享经济、泰国商品供应链、泰国旅游配套设施及泰国本地劳动力配置等具体问题坦诚交换了意见。
"
26,杨元庆：让人民群众了解并参与全球化,"2017年7月11日，博鳌亚洲论坛在泰国曼谷香格里拉酒店召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“亚洲区域合作的未来”分论坛上马来西亚亚洲战略和领导力研究所首席执行官杨元庆（Michael YEOH）表示，我们要看到全球化带来的积极作用。中国在推进全球化方面发挥了重要作用，各国可以借鉴中国努力让人民参与国家经济发展的经验，发动更多社会群众了解并参与到全球化的发展过程当中来。
"
27,杨元庆：全球化要注重多个方面发展,"2017年7月11日，博鳌亚洲论坛在泰国曼谷香格里拉酒店召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“亚洲区域合作的未来”分论坛上马来西亚亚洲战略和领导力研究所首席执行官杨元庆（Michael YEOH）指出，说到全球化，一般会看到经济的发展，互联网的发展，但全球化给各国带来新的发展和繁荣的同时，也要注重以下几个方面的发展，比如各种供应链、生产链更好的衔接、加强安定和反恐方面的合作、消除贫穷和饥饿、加强对话谈判、发展教育以及重视环境保护等。
"
28,尤素夫·瓦南迪：应继续并升级全球开放的经济合作机制,"2017年7月11日，博鳌亚洲论坛在泰国曼谷香格里拉酒店召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“亚洲区域合作的未来”分论坛上印尼战略与国际研究中心（CSIS）资深研究员及联合创始人尤素夫·瓦南迪（Jusuf WANANDI）指出，面对逆全球化挑战，亚洲各国应该加强相互之间的紧密合作，继续并升级全球开放的经济合作机制。应继续推进区域全面经济伙伴关系（RCEP），不应再倒退。还应建立一种相互支持的机制，让民间企业也可参与进来。

"
29,西潘纳：深化湄公河流域的合作对流域内各个国家都有好处,"2017年7月11日，博鳌亚洲论坛在泰国曼谷香格里拉酒店召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“亚洲区域合作的未来”分论坛上，柬埔寨政府顾问西潘纳（SOK Siphana）指出，深化湄公河流域的合作对流域内各个国家都有好处，不仅能够发挥各个国家的潜力，还能够利用每个国家的优势形成融入世界的供应链。东盟一些国家虽然发展相对较慢，但将努力成为全球化的一分子和全球供应链上的重要一环。
"
30,金正宽：贸易保护主义也会对美国产生副作用,"2017年7月11日，博鳌亚洲论坛在泰国曼谷香格里拉酒店召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“亚洲区域合作的未来”分论坛上，韩国贸易协会常务副会长金正宽（KIM Jung-Gwan）对贸易保护主义思潮抬头表示担忧。他说，川普以美国优先的贸易保护政策将对全球产生影响，但贸易保护主义也会对美国产生副作用，这个现象可能在他执政后半段或者下一任总统时发生。
金正宽指出，去年以来，美国贸易保护已扩展到金融等领域，在法律法规方面都有一些影响。美国公司受利，但这对其地方不公平。德国肩负推动自由贸易的任务，加上中国、韩国的推动，自由贸易谈判将更加平衡。
"
31,陈德铭：中国东盟之间可重点推动跨境电子商务贸易发展,"2017年7月11日，博鳌亚洲论坛在泰国曼谷香格里拉酒店召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“亚洲区域合作的未来”分论坛上，中国商务部前部长陈德铭指出，未来全球化的高科技仍将突破，机器替代人类的大趋势无法阻挡。全球化带来的挑战不仅体现在贸易投资的开放层面，还包括科技进步所带来的挑战。中国东盟之间可重点推动跨境电子商务贸易发展。
"
32,陈德铭：未来的全球化应是一种新的全球化,"2017年7月11日，博鳌亚洲论坛在泰国曼谷香格里拉酒店召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“亚洲区域合作的未来”分论坛上，中国商务部前部长陈德铭指出，去全球化会导致多边和区域之间的合作规则遭到破坏，并对各国政治稳定造成危害。全球化是人类历史发展的必然选择，未来的全球化应是一种新的全球化，应注意新技术的突破、分配不公和环境保护等问题。
"
33,陈德铭：亚洲现状发展极度不平衡，亚洲区域一体化最容易从东盟和RCEP开始,"2017年7月11日，博鳌亚洲论坛在泰国曼谷香格里拉酒店召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“亚洲区域合作的未来”分论坛上，中国商务部前部长陈德铭指出，亚洲发展极度不平衡，亚洲是一个发展阶段、水平和工业化进程都不相同，人均贫富差距非常大的地方。亚洲区域合作一体化不是短期能实现的，需要一步一步走。亚洲区域一体化最容易从东盟和RCEP开始，进而带动整个亚洲。
"
34,素帕猜：全球应建立更加平等的对话机制,"2017年7月11日，博鳌亚洲论坛在泰国曼谷香格里拉酒店召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“亚洲区域合作的未来”分论坛上，泰国原副总理、世界贸易组织（WTO）原总干事、联合国贸易和发展会议（UNCTAD）前秘书长素帕猜（Supachai PANITCHPAKDI）作为特邀嘉宾参加讨论。
素帕猜指出，目前世界正向多元化方向发展。在多边合作框架下，发达国家和发展中国家应该互相支持，建立更加平等的对话机制。
素帕猜表示，刚刚结束的德国汉堡20国集团首脑会议，不仅是拍照合影留念，而应让更多的国家参与。目前，我们正在建立新的合作机制和框架。新的合作机制应该去政治化，建立更加平等的对话机制，而不是一家做主。这也是联合国的发展目标。
"
35,素帕猜：全球化负面影响可以理解,"2017年7月11日，博鳌亚洲论坛在泰国曼谷香格里拉酒店召开主题为“亚洲区域合作：新挑战、新思路”的专题会议。在“亚洲区域合作的未来”分论坛上，泰国原副总理、世界贸易组织（WTO）原总干事、联合国贸易和发展会议（UNCTAD）前秘书长素帕猜（Supachai PANITCHPAKDI）作为特邀嘉宾参加讨论。
素帕猜指出，全球化对世界不同地区产生的影响不同，有正面影响也有负面影响。在美国、欧洲，它给当地的居民带来了就业、移民和生活的压力，因此这些地区出现的逆全球化思潮是可以理解的。
"
